,realSum,room_type,person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index,attr_index_norm,rest_index,rest_index_norm,lng,lat,loc,type
1483,47.57106367,Private room,2,False,1,0,8,82,1,2.523030474,0.379667201,70.66396005,2.66432493,104.2013104,7.82406852,23.72576,37.99697,Athens,weekdays
1484,115.9984065,Entire home/apt,5,True,1,0,10,97,2,2.800054842,0.364630747,82.25609153,3.101396456,113.4697967,8.520002878,23.705,37.968,Athens,weekdays
1485,133.3395824,Private room,3,False,0,1,10,99,1,1.434164776,0.076583225,226.1769447,8.527810667,296.5839481,22.26932774,23.726,37.965,Athens,weekdays
1486,237.6209781,Entire home/apt,4,False,0,1,10,96,1,1.392390146,0.602554143,241.065871,9.089185058,261.6966769,19.6497791,23.72052,37.97124,Athens,weekdays
1487,127.2467368,Entire home/apt,6,True,0,0,9,96,2,2.763219119,0.546622194,57.02057956,2.149912792,84.52751388,6.34684015,23.759,37.992,Athens,weekdays
1488,153.9615213,Entire home/apt,4,True,1,0,10,97,1,1.071154351,0.299337695,116.9232204,4.408491271,175.5632507,13.18235728,23.74674,37.97908,Athens,weekdays
1489,153.9615213,Entire home/apt,4,True,1,0,10,98,1,0.994252635,0.314211124,120.8797101,4.557667373,191.0139502,14.34248983,23.7458,37.97907,Athens,weekdays
1490,74.28584819,Private room,3,True,1,0,10,97,1,2.800054775,0.364635784,82.25600926,3.101393354,113.4697783,8.520001496,23.705,37.968,Athens,weekdays
1491,62.80317765,Private room,2,False,0,1,8,94,1,1.640909967,0.444504524,140.8532704,5.310753595,173.1750651,13.00303778,23.7311,37.96118,Athens,weekdays
1492,150.4464181,Entire home/apt,4,False,0,1,10,94,0,0.920986441,0.250808405,260.6887223,9.829048092,541.2716425,40.64196893,23.72553,37.97837,Athens,weekdays
1493,71.94244604,Entire home/apt,3,False,0,1,8,88,1,2.367526987,0.216865501,102.2614217,3.855680532,142.4909795,10.69908989,23.70924,37.97045,Athens,weekdays
1494,106.6247979,Entire home/apt,3,True,1,0,10,99,2,1.447419382,0.983678331,117.3338301,4.423972961,149.0982798,11.19520621,23.74125,37.96338,Athens,weekdays
1495,92.79872519,Entire home/apt,2,True,0,0,10,97,1,1.892220248,1.043303556,79.72326445,3.005898351,108.0670775,8.114333844,23.75407,37.96709,Athens,weekdays
1496,177.3955428,Entire home/apt,4,False,0,0,9,94,1,1.082261906,0.215870322,365.7506045,13.79031762,611.1422938,45.88828263,23.7231,37.97616,Athens,weekdays
1497,229.4190706,Entire home/apt,6,False,0,0,9,92,2,0.654196302,0.441210331,143.1229234,5.396328941,257.573589,19.34019257,23.73797,37.98109,Athens,weekdays
